r	mut	outcome	1.1	1.15	1.2	1.25	1.3	1.35	1.4	1.45	1.5	1.55	1.6	1.65	1.7
0.5	0.001	1	0.88	0.66	0.428571429	0.127659574	0.06	0.02	0	0	0	0	0	0	0
0.5	0.001	2	0.12	0.32	0.408163265	0.255319149	0	0	0	0	0	0	0	0	0
0.5	0.001	3	0	0.02	0.163265306	0.617021277	0.94	0.98	1	1	1	0.78	0.36	0.510204082	0.083333333
0.5	0.001	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.001	5	0	0	0	0	0	0	0	0	0	0.22	0.64	0.489795918	0.916666667
0.5	0.001	6	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.001	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.01	1	0.82	0.530612245	0.081632653	0	0.020833333	0.04	0	0	0	0	0	0	0
0.5	0.01	2	0.18	0.469387755	0.918367347	0.98	0.75	0	0	0	0	0	0	0	0
0.5	0.01	3	0	0	0	0	0.229166667	0.92	1	0.78	0.36	0.02	0	0	0
0.5	0.01	4	0	0	0	0	0	0.04	0	0	0	0	0	0	0
0.5	0.01	5	0	0	0	0	0	0	0	0.22	0.64	0.98	1	1	1
0.5	0.01	6	0	0	0	0.02	0	0	0	0	0	0	0	0	0
0.5	0.01	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.02	1	0.67	0.353535354	0.12	0	0	0.01	0	0	0	0	0	0	0
0.5	0.02	2	0.33	0.646464646	0.88	0.98989899	0.887755102	0.18	0	0	0	0	0	0	0
0.5	0.02	3	0	0	0	0.01010101	0.091836735	0.6	0.838383838	0.22	0.01	0	0	0	0
0.5	0.02	4	0	0	0	0	0.010204082	0.2	0	0	0	0	0	0	0
0.5	0.02	5	0	0	0	0	0	0	0.121212121	0.78	0.99	1	1	1	1
0.5	0.02	6	0	0	0	0	0.010204082	0	0	0	0	0	0	0	0
0.5	0.02	8	0	0	0	0	0	0.01	0.04040404	0	0	0	0	0	0
0.5	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0.05	1	0.77	0.54	0.125	0	0	0	0	0	0	0	0	0	0
0.5	0.05	2	0.23	0.46	0.875	0.989690722	0.923076923	0.489795918	0	0	0	0	0	0	0
