k	maxc	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
0.1	4	1	1	1	1	1	1	1	0.98	0.94	0.02	0
0.1	5	1	1	1	1	1	1	1	1	1	0.9	0
0.1	6	1	1	1	1	1	1	1	1	1	0.98	0
0.1	8	1	1	1	1	1	1	1	1	1	1	0
0.1	10	1	1	1	1	1	1	1	1	1	1	0
0.1	15	1	1	1	1	1	1	1	1	1	1	0
0.1	20	1	1	1	1	1	1	1	1	1	0.96	0
0.1	25	1	1	1	1	1	1	1	1	1	0.8	0
0.1	30	1	1	1	1	1	1	1	1	1	0.3	0
0.3	4	1	1	1	1	1	1	0.96	0.88	0.38	0.02	0
0.3	5	1	1	1	1	1	1	1	0.98	0.92	0.26	0
0.3	6	1	1	1	1	1	1	1	1	1	0.6	0
0.3	8	1	1	1	1	1	1	1	1	0.98	0.58	0
0.3	10	1	1	1	1	1	1	1	1	0.92	0.32	0
0.3	15	0.98	1	1	0.96	0.94	0.8	0.5	0.34	0.04	0	0
0.3	20	0.4	0.18	0.14	0.12	0.04	0	0.02	0	0	0	0
0.3	25	0	0	0	0	0	0	0	0	0	0	0
0.3	30	0	0	0	0	0	0	0	0	0	0	0
0.5	4	1	1	1	1	1	0.98	0.78	0.46	0.02	0	0
0.5	5	1	1	1	1	1	1	1	0.98	0.6	0.06	0
0.5	6	1	1	1	1	1	1	1	1	0.78	0.06	0
0.5	8	1	1	1	1	1	1	1	0.94	0.72	0.04	0
0.5	10	1	1	1	1	1	0.98	0.96	0.64	0.12	0	0
0.5	15	0.16	0.2	0.2	0.1	0.12	0.02	0	0	0	0	0
0.5	20	0	0	0	0	0	0	0	0	0	0	0
0.5	25	0	0	0	0	0	0	0	0	0	0	0
0.5	30	0	0	0	0	0	0	0	0	0	0	0
1	4	1	0.96	0.92	0.76	0.6	0.32	0.08	0	0	0	0
1	5	1	1	0.98	1	0.96	0.88	0.58	0.38	0	0	0
1	6	1	1	1	1	0.94	0.94	0.8	0.42	0	0	0
1	8	1	1	1	0.96	0.92	0.78	0.44	0.12	0	0	0
1	10	0.88	0.92	0.76	0.54	0.36	0.28	0.06	0.02	0	0	0
1	15	0	0	0	0	0	0	0	0	0	0	0
1	20	0	0	0	0	0	0	0	0	0	0	0
1	25	0	0	0	0	0	0	0	0	0	0	0
1	30	0	0	0	0	0	0	0	0	0	0	0
